,mas,,,cvc5,,,ostrich,,,z3
filename,real,user,sys,real,user,sys,real,user,sys,real,user,sys
slog_stranger_1489_sink,0.842,0.931,0.475,0.317,0.073,0.207,1.162,1.147,0.553,0.284,0.082,0.162,
slog_stranger_148_sink,1.312,1.752,0.611,0.307,0.059,0.208,1.216,1.212,0.542,0.345,0.072,0.177,
slog_stranger_1490_sink,0.853,0.962,0.470,0.337,0.078,0.216,1.197,1.158,0.595,0.329,0.085,0.165,
slog_stranger_1491_sink,0.866,0.968,0.489,0.468,0.071,0.213,1.283,1.156,0.558,0.327,0.075,0.184,
slog_stranger_1492_sink,0.852,0.986,0.482,0.472,0.063,0.227,1.172,1.152,0.542,0.370,0.078,0.183,
slog_stranger_1493_sink,0.831,0.918,0.488,0.313,0.068,0.203,1.136,1.088,0.548,0.312,0.086,0.166,
slog_stranger_1494_sink,0.870,0.958,0.527,0.322,0.067,0.219,1.144,1.106,0.538,0.310,0.073,0.176,
slog_stranger_1496_sink,0.837,0.945,0.454,0.320,0.070,0.206,1.175,1.168,0.571,0.322,0.069,0.185,
slog_stranger_1499_sink,0.840,0.976,0.483,0.304,0.059,0.210,1.826,2.920,0.785,0.360,0.088,0.169,
slog_stranger_149_sink,1.316,1.695,0.629,0.302,0.053,0.213,1.540,2.424,0.650,0.395,0.090,0.167,
slog_stranger_1500_sink,0.861,0.953,0.498,0.338,0.066,0.226,1.146,1.108,0.539,0.301,0.067,0.183,
slog_stranger_1509_sink,0.878,0.983,0.495,0.311,0.068,0.216,1.124,1.112,0.544,0.390,0.084,0.172,
slog_stranger_150_sink,1.181,1.615,0.740,0.307,0.059,0.214,2.957,11.005,1.810,0.502,0.093,0.174,
slog_stranger_1510_sink,0.878,1.000,0.504,0.312,0.048,0.225,1.686,2.895,0.757,0.335,0.080,0.175,
slog_stranger_1514_sink,0.828,0.935,0.489,0.487,0.062,0.226,1.136,1.153,0.534,0.369,0.056,0.193,
slog_stranger_1515_sink,0.848,0.928,0.498,0.318,0.067,0.214,1.177,1.123,0.591,0.316,0.080,0.174,
slog_stranger_1516_sink,0.874,0.968,0.522,0.578,0.058,0.213,1.696,2.966,0.728,0.324,0.082,0.171,
slog_stranger_1518_sink,0.860,0.935,0.540,0.388,0.082,0.200,1.136,1.121,0.528,0.535,0.080,0.169,
slog_stranger_1519_sink,0.873,0.965,0.498,0.365,0.066,0.225,1.184,1.145,0.569,0.394,0.079,0.176,
slog_stranger_151_sink,1.321,1.829,0.709,0.299,0.051,0.211,1.549,2.381,0.646,0.480,0.084,0.167,
slog_stranger_1520_sink,0.840,0.927,0.508,0.393,0.068,0.219,1.157,1.111,0.540,0.312,0.077,0.180,
slog_stranger_1521_sink,0.844,0.933,0.479,0.321,0.072,0.211,1.460,1.121,0.607,0.426,0.086,0.175,
slog_stranger_1522_sink,0.856,0.962,0.475,0.326,0.069,0.222,1.140,1.101,0.545,0.430,0.090,0.160,
slog_stranger_1523_sink,0.842,0.955,0.478,0.337,0.075,0.204,1.169,1.160,0.567,0.344,0.076,0.174,
slog_stranger_1524_sink,0.877,0.976,0.506,0.328,0.075,0.213,1.175,1.143,0.527,0.299,0.074,0.177,
slog_stranger_1525_sink,1.282,1.563,0.630,0.311,0.072,0.210,1.152,1.119,0.518,0.330,0.077,0.172,
slog_stranger_1526_sink,0.826,0.934,0.480,0.330,0.076,0.215,1.166,1.143,0.570,0.320,0.084,0.169,
slog_stranger_1527_sink,0.838,0.927,0.484,0.310,0.068,0.202,1.174,1.131,0.527,0.417,0.077,0.176,
slog_stranger_1529_sink,0.829,0.941,0.489,0.311,0.066,0.209,1.198,1.157,0.559,0.399,0.076,0.180,
slog_stranger_1530_sink,0.880,0.979,0.495,0.318,0.071,0.212,1.213,1.124,0.564,0.329,0.074,0.177,
slog_stranger_1531_sink,0.848,0.994,0.456,0.318,0.057,0.211,1.706,2.878,0.760,0.367,0.074,0.182,
slog_stranger_1535_sink,0.879,0.980,0.519,0.391,0.058,0.208,1.963,4.536,0.937,0.358,0.085,0.165,
slog_stranger_1536_sink,0.863,0.979,0.507,0.325,0.067,0.218,1.864,4.186,0.879,0.343,0.080,0.175,
slog_stranger_1537_sink,0.872,0.976,0.489,0.319,0.066,0.208,1.184,1.131,0.577,0.375,0.071,0.181,
slog_stranger_1538_sink,0.846,0.953,0.489,0.324,0.063,0.226,1.164,1.139,0.564,0.293,0.081,0.168,
slog_stranger_153_sink,1.280,1.960,0.773,0.399,0.068,0.203,1.576,2.568,0.684,0.347,0.082,0.175,
slog_stranger_1540_sink,0.873,0.936,0.516,0.328,0.078,0.203,1.177,1.178,0.557,0.398,0.075,0.177,
slog_stranger_1541_sink,0.852,0.945,0.480,0.317,0.076,0.208,1.196,1.155,0.565,0.328,0.077,0.175,
slog_stranger_1542_sink,0.877,0.964,0.505,0.368,0.076,0.201,1.132,1.158,0.522,0.430,0.079,0.177,
slog_stranger_1543_sink,0.848,0.934,0.485,0.315,0.074,0.206,1.157,1.104,0.571,0.410,0.081,0.165,
slog_stranger_1544_sink,0.867,0.961,0.495,0.519,0.077,0.215,1.125,1.136,0.544,0.395,0.083,0.170,
slog_stranger_1545_sink,0.865,0.912,0.516,0.343,0.073,0.215,1.205,1.133,0.572,0.312,0.073,0.175,
slog_stranger_1546_sink,0.835,0.917,0.487,0.323,0.064,0.223,1.206,1.174,0.561,0.652,0.080,0.176,
slog_stranger_1547_sink,0.841,0.930,0.483,0.467,0.073,0.205,1.143,1.153,0.515,0.350,0.074,0.175,
slog_stranger_1548_sink,0.826,0.950,0.477,0.399,0.067,0.212,1.134,1.127,0.533,0.328,0.069,0.188,
slog_stranger_1549_sink,0.879,0.980,0.500,0.634,0.084,0.205,1.131,1.119,0.561,0.337,0.070,0.180,
slog_stranger_1550_sink,0.873,0.963,0.498,0.350,0.066,0.215,1.172,1.124,0.572,0.331,0.072,0.184,
slog_stranger_1551_sink,0.862,0.950,0.517,0.425,0.076,0.214,1.200,1.177,0.559,0.334,0.077,0.173,
slog_stranger_1552_sink,0.843,0.935,0.488,0.326,0.075,0.209,1.192,1.092,0.549,0.330,0.071,0.187,
slog_stranger_1553_sink,0.843,0.925,0.499,0.326,0.070,0.218,1.131,1.122,0.520,0.312,0.075,0.177,
slog_stranger_1558_sink,1.194,1.635,0.802,0.317,0.073,0.201,1.116,1.087,0.539,0.419,0.064,0.180,
slog_stranger_1559_sink,1.215,1.678,0.774,0.357,0.067,0.212,1.371,1.153,0.553,0.330,0.073,0.183,
slog_stranger_1560_sink,0.874,0.954,0.501,0.329,0.073,0.202,1.268,1.145,0.575,0.321,0.078,0.180,
slog_stranger_1561_sink,0.875,0.946,0.526,0.331,0.075,0.221,1.199,1.155,0.594,0.343,0.077,0.175,
slog_stranger_1562_sink,0.859,0.999,0.491,0.318,0.069,0.214,1.379,1.579,0.638,0.449,0.082,0.180,
slog_stranger_1563_sink,0.859,0.954,0.508,0.323,0.065,0.221,1.132,1.132,0.547,0.325,0.077,0.179,
slog_stranger_1564_sink,0.856,0.997,0.470,0.298,0.058,0.211,1.930,3.989,0.879,0.321,0.067,0.184,
slog_stranger_1565_sink,0.881,0.982,0.516,0.320,0.076,0.213,1.312,1.377,0.609,0.390,0.076,0.177,
slog_stranger_1566_sink,0.851,0.945,0.468,0.316,0.074,0.212,1.187,1.153,0.592,0.350,0.072,0.180,
slog_stranger_1567_sink,0.827,0.932,0.473,0.319,0.070,0.213,1.165,1.099,0.561,0.347,0.082,0.163,
slog_stranger_1569_sink,0.851,0.940,0.518,0.324,0.077,0.206,1.222,1.093,0.538,0.320,0.083,0.171,
slog_stranger_1570_sink,0.840,0.933,0.492,0.338,0.076,0.206,1.206,1.172,0.558,0.359,0.076,0.179,
slog_stranger_1571_sink,0.870,0.939,0.522,0.315,0.074,0.206,1.221,1.145,0.563,0.291,0.084,0.165,
slog_stranger_1572_sink,1.235,1.592,0.631,0.317,0.068,0.214,1.155,1.130,0.529,0.317,0.068,0.178,
slog_stranger_1574_sink,1.331,1.694,0.679,0.326,0.073,0.210,1.290,1.388,0.580,0.364,0.087,0.178,
slog_stranger_1576_sink,0.887,1.066,0.527,0.332,0.074,0.218,1.181,1.363,0.555,0.318,0.077,0.174,
slog_stranger_1577_sink,0.895,0.989,0.484,0.332,0.076,0.207,1.180,1.152,0.571,0.381,0.072,0.183,
slog_stranger_1578_sink,0.920,1.220,0.494,0.312,0.059,0.219,2.382,5.765,0.955,0.389,0.121,0.180,
slog_stranger_1579_sink,0.824,0.940,0.474,0.331,0.084,0.199,1.155,1.166,0.536,0.376,0.074,0.190,
slog_stranger_1580_sink,0.866,0.974,0.491,0.320,0.068,0.222,1.302,1.153,0.559,0.351,0.076,0.174,
slog_stranger_1581_sink,0.866,0.977,0.490,0.312,0.070,0.211,1.154,1.142,0.526,0.384,0.077,0.172,
slog_stranger_1582_sink,0.843,0.933,0.498,0.347,0.074,0.209,1.173,1.164,0.573,0.358,0.084,0.171,
slog_stranger_1583_sink,0.866,0.940,0.497,0.350,0.074,0.202,1.126,1.119,0.532,0.349,0.071,0.185,
slog_stranger_1584_sink,0.857,1.006,0.481,0.333,0.073,0.219,1.333,1.552,0.617,0.348,0.072,0.179,
slog_stranger_1585_sink,,,,0.483,0.054,0.207,1.612,2.538,0.666,0.399,0.076,0.180,
slog_stranger_1586_sink,,,,0.498,0.061,0.214,1.705,2.593,0.706,0.343,0.087,0.168,
slog_stranger_1587_sink,0.872,0.970,0.523,0.346,0.057,0.219,1.753,2.923,0.704,0.339,0.077,0.188,
slog_stranger_1589_sink,0.861,0.976,0.505,0.310,0.064,0.212,1.706,2.867,0.661,0.383,0.073,0.173,
slog_stranger_158_sink,0.840,0.952,0.484,0.325,0.081,0.196,1.190,1.156,0.552,0.321,0.077,0.183,
slog_stranger_1591_sink,0.856,0.964,0.485,0.319,0.077,0.212,1.147,1.165,0.517,0.295,0.066,0.184,
slog_stranger_1592_sink,0.842,0.919,0.489,0.315,0.069,0.211,1.186,1.158,0.581,0.333,0.076,0.173,
slog_stranger_1593_sink,0.837,0.941,0.485,0.329,0.070,0.219,1.179,1.164,0.556,0.367,0.076,0.185,
slog_stranger_1594_sink,0.859,0.950,0.524,0.334,0.070,0.212,1.144,1.132,0.527,0.352,0.078,0.175,
slog_stranger_1596_sink,0.850,0.955,0.479,0.402,0.075,0.217,1.205,1.179,0.557,0.393,0.070,0.181,
slog_stranger_1598_sink,0.878,0.992,0.481,0.358,0.081,0.205,1.129,1.128,0.514,0.486,0.080,0.179,
slog_stranger_1599_sink,0.842,0.933,0.486,0.359,0.070,0.214,1.178,1.148,0.581,0.327,0.067,0.184,
slog_stranger_159_sink,0.837,0.950,0.479,0.329,0.071,0.209,1.123,1.132,0.527,0.362,0.074,0.185,
slog_stranger_1600_sink,0.861,0.938,0.524,0.367,0.077,0.214,1.137,1.156,0.536,0.357,0.068,0.183,
slog_stranger_1602_sink,0.828,0.960,0.479,0.319,0.074,0.214,1.119,1.147,0.522,0.332,0.074,0.182,
slog_stranger_1603_sink,0.884,0.955,0.522,0.322,0.076,0.210,1.138,1.157,0.523,0.347,0.076,0.170,
slog_stranger_1604_sink,0.820,0.909,0.493,0.320,0.071,0.213,1.177,1.137,0.584,0.336,0.078,0.177,
slog_stranger_1606_sink,0.847,0.945,0.490,0.323,0.075,0.208,1.134,1.116,0.540,0.373,0.079,0.169,
slog_stranger_1608_sink,0.849,0.936,0.509,0.323,0.071,0.212,1.193,1.162,0.572,0.312,0.076,0.179,
slog_stranger_160_sink,0.857,0.956,0.480,0.400,0.069,0.224,1.134,1.134,0.525,0.308,0.074,0.176,
slog_stranger_1611_sink,1.279,1.567,0.625,0.557,0.075,0.203,1.149,1.106,0.519,0.341,0.074,0.180,
slog_stranger_1612_sink,0.869,1.089,0.511,0.312,0.061,0.216,2.260,6.641,1.067,0.355,0.087,0.165,
slog_stranger_1615_sink,0.869,0.978,0.509,0.359,0.061,0.213,1.780,3.016,0.775,0.380,0.076,0.180,
slog_stranger_1620_sink,0.890,1.032,0.494,0.540,0.063,0.216,1.846,3.023,0.729,0.306,0.084,0.168,
slog_stranger_1622_sink,0.854,0.976,0.508,0.301,0.061,0.203,1.734,2.981,0.758,0.328,0.073,0.189,
slog_stranger_1624_sink,0.849,1.001,0.478,0.306,0.056,0.215,1.730,2.976,0.730,0.303,0.072,0.176,
slog_stranger_1626_sink,0.851,1.011,0.481,0.345,0.057,0.220,1.778,3.036,0.727,0.369,0.084,0.172,
slog_stranger_1629_sink,0.877,1.014,0.516,0.343,0.063,0.215,1.749,3.007,0.766,0.352,0.071,0.178,
slog_stranger_1631_sink,0.875,1.002,0.508,0.312,0.063,0.206,1.742,3.005,0.757,0.385,0.081,0.173,
slog_stranger_1632_sink,0.856,0.977,0.503,0.316,0.061,0.217,1.703,3.012,0.703,0.311,0.075,0.174,
slog_stranger_1635_sink,0.858,0.964,0.507,0.391,0.055,0.216,1.708,2.934,0.724,0.337,0.077,0.183,
slog_stranger_1638_sink,0.840,0.978,0.481,0.310,0.060,0.214,1.734,2.920,0.752,0.318,0.077,0.181,
slog_stranger_163_sink,0.873,1.014,0.528,0.302,0.063,0.203,1.729,2.803,0.743,0.328,0.085,0.168,
slog_stranger_1641_sink,0.875,0.990,0.538,0.306,0.056,0.223,1.691,2.948,0.718,0.325,0.072,0.178,
slog_stranger_1642_sink,0.847,0.973,0.508,0.308,0.065,0.207,1.688,3.002,0.737,0.323,0.076,0.178,
slog_stranger_1643_sink,0.844,1.096,0.503,0.333,0.056,0.225,2.273,6.964,1.100,0.917,0.671,0.184,
slog_stranger_1644_sink,0.832,0.928,0.490,0.324,0.064,0.220,1.122,1.146,0.520,0.341,0.080,0.168,
slog_stranger_1647_sink,0.845,0.969,0.493,0.318,0.066,0.218,1.195,1.151,0.551,0.389,0.069,0.179,
slog_stranger_1648_sink,0.860,0.976,0.497,0.317,0.076,0.204,1.199,1.161,0.576,0.312,0.085,0.169,
slog_stranger_1649_sink,0.829,0.947,0.473,0.319,0.064,0.221,1.135,1.121,0.533,0.314,0.070,0.187,
slog_stranger_164_sink,0.845,1.101,0.496,0.307,0.060,0.212,1.718,3.156,0.754,1.148,0.871,0.175,
slog_stranger_1650_sink,0.847,0.950,0.480,0.370,0.072,0.220,1.164,1.124,0.543,0.333,0.076,0.183,
slog_stranger_1651_sink,0.871,0.950,0.520,0.310,0.066,0.208,1.148,1.165,0.526,0.356,0.067,0.187,
slog_stranger_1652_sink,0.878,1.027,0.476,0.343,0.073,0.216,1.370,1.608,0.645,0.398,0.089,0.174,
slog_stranger_1653_sink,0.877,1.003,0.510,0.348,0.064,0.220,1.334,1.592,0.584,0.310,0.088,0.169,
slog_stranger_1654_sink,0.872,1.008,0.486,0.324,0.076,0.210,1.333,1.631,0.569,0.430,0.083,0.170,
slog_stranger_1655_sink,0.846,0.950,0.500,0.321,0.075,0.207,1.187,1.233,0.562,0.329,0.071,0.178,
slog_stranger_1656_sink,0.882,0.970,0.517,0.334,0.071,0.220,1.204,1.195,0.522,0.311,0.075,0.189,
slog_stranger_1658_sink,0.895,1.027,0.485,0.485,0.070,0.212,1.401,1.639,0.651,0.321,0.071,0.184,
slog_stranger_1660_sink,0.853,0.960,0.500,0.340,0.072,0.220,1.274,1.370,0.596,0.357,0.078,0.172,
slog_stranger_1662_sink,0.841,0.935,0.476,0.337,0.068,0.214,1.129,1.090,0.560,0.459,0.070,0.180,
slog_stranger_1663_sink,0.887,0.970,0.511,0.362,0.070,0.222,1.140,1.116,0.521,0.396,0.082,0.173,
slog_stranger_1664_sink,1.298,1.581,0.615,0.565,0.072,0.210,1.123,1.136,0.546,0.359,0.076,0.179,
slog_stranger_1668_sink,1.214,1.744,0.683,0.325,0.064,0.217,1.688,2.460,0.719,0.399,0.080,0.174,
slog_stranger_1673_sink,0.861,0.971,0.493,0.336,0.070,0.213,1.130,1.133,0.531,0.373,0.072,0.177,
slog_stranger_1677_sink,0.820,0.938,0.486,0.318,0.077,0.211,1.121,1.112,0.518,0.353,0.075,0.182,
slog_stranger_1678_sink,0.854,0.972,0.480,0.367,0.068,0.205,1.123,1.075,0.541,0.401,0.088,0.163,
slog_stranger_167_sink,,,,0.340,0.060,0.219,1.630,2.524,0.701,0.425,0.135,0.168,
slog_stranger_1680_sink,0.868,0.938,0.517,0.324,0.066,0.219,1.172,1.121,0.543,0.361,0.080,0.169,
slog_stranger_1681_sink,0.924,0.928,0.458,0.343,0.076,0.207,1.191,1.167,0.564,0.355,0.076,0.178,
slog_stranger_1682_sink,0.847,0.976,0.454,0.329,0.073,0.203,1.145,1.114,0.516,0.317,0.074,0.180,
slog_stranger_1683_sink,0.928,0.969,0.500,0.325,0.073,0.219,1.287,1.127,0.521,0.325,0.073,0.178,
slog_stranger_1684_sink,0.843,0.933,0.504,0.330,0.072,0.211,1.119,1.104,0.537,0.313,0.079,0.180,
slog_stranger_1685_sink,0.871,0.961,0.511,0.334,0.071,0.215,1.124,1.136,0.534,0.319,0.072,0.178,
slog_stranger_1686_sink,0.851,0.943,0.505,0.333,0.074,0.216,1.164,1.154,0.549,0.324,0.076,0.179,
slog_stranger_1687_sink,0.851,0.978,0.482,0.326,0.078,0.203,1.122,1.129,0.518,0.358,0.076,0.177,
slog_stranger_1689_sink,0.826,0.953,0.473,0.332,0.069,0.216,1.407,1.108,0.528,0.339,0.071,0.178,
slog_stranger_1691_sink,0.843,0.929,0.484,0.512,0.074,0.219,1.137,1.131,0.538,0.495,0.080,0.172,
slog_stranger_1694_sink,0.837,1.060,0.506,0.333,0.073,0.211,1.149,1.113,0.519,0.323,0.076,0.181,
slog_stranger_1706_sink,1.316,1.680,0.654,0.318,0.077,0.213,1.238,1.131,0.552,0.293,0.080,0.166,
slog_stranger_1707_sink,1.206,1.514,0.748,0.312,0.068,0.216,1.349,1.091,0.530,0.316,0.070,0.182,
slog_stranger_1710_sink,1.257,1.667,0.654,0.333,0.071,0.212,1.116,1.100,0.532,0.328,0.067,0.191,
slog_stranger_1711_sink,0.847,0.967,0.499,0.335,0.074,0.212,1.199,1.214,0.544,0.318,0.074,0.183,
slog_stranger_1717_sink,0.875,1.030,0.486,0.324,0.053,0.223,1.946,4.951,0.918,0.404,0.076,0.181,
slog_stranger_1718_sink,0.862,1.008,0.498,0.325,0.066,0.210,2.007,4.578,0.874,0.296,0.086,0.170,
slog_stranger_1720_sink,0.878,0.956,0.511,0.342,0.077,0.213,1.154,1.181,0.490,0.331,0.070,0.186,
slog_stranger_1721_sink,0.829,0.922,0.487,0.326,0.070,0.212,1.140,1.144,0.539,0.340,0.081,0.169,
slog_stranger_1722_sink,0.853,0.962,0.500,0.349,0.071,0.209,1.157,1.150,0.554,0.341,0.079,0.179,
slog_stranger_1727_sink,1.207,1.522,0.743,0.312,0.079,0.205,1.130,1.130,0.538,0.387,0.077,0.171,
slog_stranger_1733_sink,0.830,0.935,0.478,0.317,0.074,0.208,1.153,1.149,0.529,0.433,0.071,0.184,
slog_stranger_1736_sink,1.215,1.557,0.716,0.330,0.068,0.217,1.132,1.132,0.524,0.387,0.079,0.170,
slog_stranger_1739_sink,0.877,0.968,0.497,0.332,0.076,0.216,1.318,1.153,0.530,0.309,0.078,0.176,
slog_stranger_1740_sink,0.867,0.957,0.520,0.412,0.069,0.211,1.145,1.095,0.541,0.299,0.080,0.167,
slog_stranger_1741_sink,0.865,0.943,0.472,0.337,0.068,0.223,1.124,1.120,0.514,0.348,0.081,0.172,
slog_stranger_1743_sink,0.837,0.948,0.462,0.318,0.069,0.215,1.160,1.164,0.517,0.325,0.079,0.167,
slog_stranger_1744_sink,0.876,0.961,0.518,0.413,0.071,0.214,1.772,1.125,0.541,0.433,0.078,0.178,
slog_stranger_1745_sink,0.859,0.990,0.481,0.316,0.069,0.217,1.172,1.156,0.560,0.331,0.080,0.171,
slog_stranger_1746_sink,0.836,0.936,0.482,0.524,0.075,0.209,2.732,1.153,0.536,0.296,0.078,0.177,
slog_stranger_1747_sink,0.837,0.945,0.491,0.347,0.075,0.200,1.128,1.124,0.555,0.327,0.082,0.174,
slog_stranger_1773_sink,1.305,1.715,0.642,0.372,0.079,0.202,1.110,1.132,0.500,0.413,0.075,0.178,
slog_stranger_177_sink,0.881,0.978,0.506,0.326,0.077,0.210,1.191,1.187,0.557,0.328,0.071,0.188,
slog_stranger_1782_sink,0.843,0.912,0.487,0.330,0.068,0.224,1.140,1.127,0.534,0.344,0.063,0.192,
slog_stranger_1788_sink,0.825,0.940,0.474,0.335,0.074,0.211,1.163,1.086,0.549,0.362,0.074,0.174,
slog_stranger_1789_sink,,,,0.310,0.054,0.223,2.555,2.352,0.627,0.346,0.081,0.171,
slog_stranger_1792_sink,1.429,1.686,0.620,0.346,0.065,0.218,1.196,1.127,0.575,0.449,0.072,0.183,
slog_stranger_1796_sink,1.193,1.493,0.748,0.326,0.071,0.222,1.174,1.101,0.530,0.382,0.079,0.176,
slog_stranger_1797_sink,1.195,1.573,0.703,0.452,0.070,0.209,2.789,1.108,0.534,0.316,0.066,0.186,
slog_stranger_1803_sink,1.293,1.575,0.610,0.335,0.077,0.214,1.182,1.178,0.550,0.319,0.073,0.189,
slog_stranger_1806_sink,1.204,1.632,0.714,0.458,0.062,0.223,1.188,1.164,0.552,0.318,0.075,0.177,
slog_stranger_1819_sink,1.182,1.610,0.764,0.394,0.076,0.216,1.125,1.072,0.548,0.324,0.081,0.179,
slog_stranger_181_sink,1.288,1.628,0.752,0.312,0.073,0.205,1.128,1.128,0.528,0.354,0.076,0.171,
slog_stranger_1820_sink,1.002,1.381,0.543,0.399,0.113,0.214,181.081,401.655,52.848,,,,
slog_stranger_1821_sink,0.900,1.065,0.476,0.490,0.059,0.214,1.741,3.112,0.713,0.322,0.073,0.184,
slog_stranger_1822_sink,0.894,1.081,0.500,0.308,0.062,0.219,1.987,4.814,0.920,0.305,0.081,0.175,
slog_stranger_1824_sink,0.839,1.007,0.464,0.366,0.060,0.209,1.653,2.887,0.712,0.340,0.081,0.176,
slog_stranger_1825_sink,,,,0.440,0.052,0.213,1.566,2.220,0.636,0.349,0.086,0.170,
slog_stranger_1826_sink,1.287,1.770,0.610,0.298,0.058,0.207,1.605,2.707,0.671,0.339,0.081,0.174,
slog_stranger_1827_sink,1.200,1.693,0.706,0.333,0.081,0.213,1.190,1.260,0.556,0.345,0.080,0.174,
slog_stranger_1828_sink,0.914,1.366,0.527,0.313,0.069,0.212,2.185,6.646,1.000,0.407,0.137,0.184,
slog_stranger_182_sink,0.886,0.982,0.527,0.303,0.065,0.212,2.264,8.061,1.149,0.404,0.128,0.176,
slog_stranger_1830_sink,1.189,1.528,0.747,0.321,0.064,0.211,1.741,3.045,0.698,0.340,0.082,0.178,
slog_stranger_1835_sink,,,,0.329,0.059,0.224,1.665,2.772,0.725,0.366,0.097,0.170,
slog_stranger_1836_sink,,,,0.306,0.063,0.215,1.646,2.762,0.698,0.476,0.084,0.189,
slog_stranger_1837_sink,,,,0.305,0.062,0.212,1.786,2.790,0.695,0.331,0.101,0.177,
slog_stranger_1838_sink,,,,0.313,0.054,0.221,1.664,2.690,0.726,0.306,0.096,0.168,
slog_stranger_1839_sink,,,,0.310,0.066,0.210,1.711,2.754,0.716,0.372,0.091,0.180,
slog_stranger_1840_sink,,,,0.335,0.069,0.210,1.642,2.751,0.724,0.330,0.083,0.183,
slog_stranger_1841_sink,,,,0.318,0.059,0.220,1.562,2.390,0.701,0.325,0.081,0.178,
slog_stranger_1842_sink,0.847,0.909,0.506,0.321,0.064,0.218,1.114,1.120,0.521,0.349,0.076,0.173,
slog_stranger_1843_sink,1.203,1.553,0.662,0.326,0.074,0.212,1.124,1.114,0.546,0.319,0.080,0.171,
slog_stranger_1844_sink,,,,0.326,0.048,0.215,1.611,2.544,0.640,0.352,0.077,0.171,
slog_stranger_1845_sink,0.889,1.003,0.503,0.328,0.064,0.213,1.651,2.930,0.732,0.387,0.077,0.171,
slog_stranger_184_sink,0.842,0.930,0.480,0.322,0.071,0.213,1.208,1.160,0.561,0.296,0.072,0.175,
slog_stranger_1851_sink,0.867,1.006,0.492,0.329,0.058,0.217,1.787,2.903,0.755,0.309,0.079,0.179,
slog_stranger_1853_sink,,,,0.344,0.063,0.211,1.996,2.218,0.683,0.348,0.077,0.182,
slog_stranger_1854_sink,1.296,1.782,0.692,0.356,0.071,0.210,1.673,2.559,0.779,0.370,0.087,0.165,
slog_stranger_1855_sink,1.302,1.616,0.610,0.319,0.076,0.213,1.227,1.303,0.560,0.314,0.083,0.174,
slog_stranger_1856_sink,0.943,1.354,0.538,0.325,0.062,0.219,2.148,5.722,0.958,0.571,0.088,0.189,
slog_stranger_1859_sink,0.871,0.979,0.501,0.336,0.075,0.209,1.115,1.097,0.560,0.311,0.068,0.181,
slog_stranger_185_sink,0.875,0.950,0.529,0.438,0.075,0.208,1.190,1.199,0.576,0.314,0.067,0.195,
slog_stranger_1860_sink,0.886,0.974,0.511,0.313,0.067,0.202,1.165,1.126,0.571,0.299,0.069,0.178,
slog_stranger_1862_sink,0.855,0.965,0.502,0.343,0.067,0.225,1.188,1.131,0.563,0.341,0.072,0.178,
slog_stranger_1863_sink,0.876,0.982,0.486,0.322,0.075,0.206,1.128,1.117,0.522,0.319,0.077,0.180,
slog_stranger_1864_sink,0.869,0.959,0.516,0.334,0.065,0.219,1.166,1.148,0.559,0.316,0.068,0.182,
slog_stranger_1865_sink,1.306,1.732,0.633,0.419,0.083,0.201,1.160,1.145,0.558,0.313,0.075,0.177,
slog_stranger_1866_sink,1.293,1.559,0.637,0.323,0.070,0.217,1.281,1.123,0.520,0.460,0.077,0.183,
slog_stranger_186_sink,0.872,0.961,0.503,0.315,0.072,0.210,1.120,1.144,0.544,0.452,0.079,0.168,
slog_stranger_1870_sink,0.859,0.944,0.516,0.369,0.071,0.218,1.175,1.164,0.573,0.423,0.080,0.166,
slog_stranger_1871_sink,0.861,0.956,0.520,0.320,0.075,0.206,1.165,1.150,0.575,0.396,0.075,0.176,
slog_stranger_1874_sink,1.300,1.609,0.631,0.321,0.074,0.220,1.147,1.131,0.531,0.300,0.074,0.173,
slog_stranger_187_sink,0.860,0.951,0.513,0.315,0.075,0.204,1.096,1.102,0.528,0.328,0.074,0.175,
slog_stranger_1881_sink,1.286,1.672,0.639,0.319,0.077,0.213,1.163,1.148,0.566,0.307,0.071,0.184,
slog_stranger_1886_sink,1.301,1.702,0.637,0.325,0.075,0.211,1.167,1.156,0.563,0.348,0.067,0.179,
slog_stranger_1887_sink,1.274,1.609,0.592,0.329,0.067,0.223,1.146,1.106,0.549,0.282,0.072,0.176,
slog_stranger_1889_sink,1.304,1.681,0.662,0.324,0.075,0.209,1.116,1.108,0.530,0.324,0.075,0.181,
slog_stranger_188_sink,0.865,0.980,0.495,0.316,0.081,0.205,1.169,1.125,0.578,0.310,0.083,0.164,
slog_stranger_1891_sink,0.866,0.971,0.489,0.433,0.073,0.210,1.211,1.166,0.564,0.316,0.081,0.168,
slog_stranger_1892_sink,0.852,0.985,0.470,0.389,0.068,0.217,1.158,1.139,0.555,0.368,0.079,0.180,
slog_stranger_1893_sink,0.857,0.945,0.507,0.339,0.073,0.200,1.140,1.131,0.535,0.342,0.073,0.177,
slog_stranger_1894_sink,0.868,0.962,0.519,0.325,0.077,0.218,1.221,1.169,0.565,0.320,0.068,0.183,
slog_stranger_1895_sink,0.868,0.958,0.509,0.328,0.073,0.215,1.192,1.145,0.573,0.346,0.077,0.178,
slog_stranger_1898_sink,0.873,0.957,0.517,0.330,0.069,0.216,1.135,1.129,0.555,0.296,0.070,0.177,
slog_stranger_1899_sink,0.866,0.968,0.511,0.315,0.071,0.210,1.146,1.146,0.538,0.299,0.062,0.188,
